"","from_id","from_name","message","created_time","type","link","id","likes_count","comments_count","shares_count","title"
"48","329591000528836","boMb01","這一定要好好恭喜！<ed><U+00A0><U+00BD><ed><U+00B8><U+0084>","2016-12-23T13:30:00+0000","link","http://www.bomb01.com/article/35207","329591000528836_766228193531779",438,15,24,"她被求愛者潑酸後眼睛全盲「一度懇求安樂死」，但14年後…她終於迎來了生命中最大的奇蹟！"
"49","329591000528836","boMb01","跟肥肚腩說掰掰！","2016-12-23T13:15:00+0000","link","http://www.bombdaily.com/article/35164","329591000528836_766133483541250",429,12,538,"每天抽出「一分鐘做這個動作」就能瘦腰，簡單到連續做14天就能看到讓人羨慕死的效果！"
"50","329591000528836","boMb01","課業也是超猛！","2016-12-23T13:00:00+0000","link","http://www.bomb01.co/article/35154","329591000528836_766133416874590",241,7,16,"他當年還是一個窮人家的孩子，但如今17歲出道3年後「已經是身價11億的90後」！"
"51","329591000528836","boMb01","長大後一定不得了！","2016-12-23T12:30:00+0000","link","http://www.bomb01.com/article/35159","329591000528836_766133253541273",391,13,18,"4歲富少趁著爸媽都在睡覺時，竟然自己一個人開著「BMW」到3公里外的麥當勞！"
"52","329591000528836","boMb01","我不敢那樣做了！","2016-12-23T12:00:00+0000","link","http://www.bomb01.com/article/35197","329591000528836_766227803531818",86,11,38,"喜歡騎車聽音樂的人「這就是你隨時會發生的後果」，他的喉嚨差一點就被割斷了！"
"53","329591000528836","boMb01","人也太美了！（重點誤）","2016-12-23T11:30:00+0000","link","http://www.bomb01.co/article/35172","329591000528836_766132663541332",500,21,64,"身材超正的前衛藝術家「裸體走在大街上」任由別人拍攝，目的就是為了顛覆社會的刻板印象！"
"54","329591000528836","boMb01","不要在有人的地方看！","2016-12-23T11:00:00+0000","link","http://www.bomb01.co/article/35136","329591000528836_766131263541472",243,5,32,"20張「一開始你以為已經知道結局，沒想到最後卻超展開」的四格漫畫。"
"55","329591000528836","boMb01","誰會讓一個娃娃發出這種18禁的聲音啊！","2016-12-23T10:30:00+0000","link","http://www.bomb01.com/article/35137","329591000528836_766129110208354",84,7,8,"這個媽媽超後悔買了這個娃娃當女兒的聖誕禮物，奶嘴一拔出來的叫聲連大人都聽到傻眼了！"
"56","329591000528836","boMb01","這是他最有效的紓壓方式。","2016-12-23T10:00:00+0000","link","http://www.bomb01.com/article/35132","329591000528836_766128793541719",309,8,84,"15張憂鬱症藝術家「用死亡想像畫出來」的愛情插畫。"
"57","329591000528836","boMb01","享受完就必須死…","2016-12-23T09:00:00+0000","link","http://www.bomb01.co/article/35134","329591000528836_766128706875061",249,13,24,"2016年死刑犯的「最後一餐」就是這些食物，最多人選擇的第一名食物就是「它」！"
"58","329591000528836","boMb01","感謝好心志工！<ed><U+00A0><U+00BD><ed><U+00B9><U+008F>","2016-12-23T08:00:00+0000","link","http://www.bomb01.co/article/35150","329591000528836_766127983541800",967,18,70,"骨瘦如柴的狗狗沒辦法動彈仍「盡力向人類搖尾巴」，當牠獲救2週後…已經變成了一隻新的狗狗了！"
"59","329591000528836","boMb01","突然對這個世界覺得很陌生。","2016-12-23T07:00:00+0000","link","http://www.bomb01.com/article/35099","329591000528836_765496186938313",176,10,24,"30張「看完會很傻眼重新認識這個世界」的詭怪奇葩照片。"
"60","329591000528836","boMb01","我以為這種老闆已經絕種了！","2016-12-23T06:00:00+0000","link","http://www.bomb01.com/article/35121","329591000528836_765495980271667",1154,25,46,"佛心老闆竟然願意捨棄千萬業績，為了上千名的員工霸氣宣佈「全部都回家過年」！"
"61","329591000528836","boMb01","真的有用！<ed><U+00A0><U+00BD><ed><U+00B1><U+008D>","2016-12-23T05:00:00+0000","link","http://www.bomb01.co/article/35127","329591000528836_765495820271683",438,11,466,"她聽中醫師建議每天拿吹風機「對肩膀穴位吹1分鐘」，持續幾天後…身體竟然有了不可思議的轉變！"
"62","329591000528836","boMb01","我也要學他了！","2016-12-23T04:00:00+0000","link","http://www.bomb01.com/article/35100","329591000528836_765495236938408",311,10,30,"這個男子帶著金屬探測器尋寶被大家嘲笑，但20分鐘後他挖出來的戒指讓所有人都張大了嘴巴！"
"63","329591000528836","boMb01","94狂的一隻雞！","2016-12-23T03:00:00+0000","link","http://www.bombdaily.com/article/35106","329591000528836_765495110271754",1035,29,314,"貓會抓老鼠大家都知道，但是「雞抓老鼠」活了那麼多年今天竟然真的看到了！"
"64","329591000528836","boMb01","原來還有這麼一段故事！","2016-12-23T02:00:00+0000","link","http://www.bomb01.com/article/35060","329591000528836_765494876938444",386,37,94,"史上最噁心的恐怖片《人形蜈蚣》原來和戀童癖有關，導演只因「一句話」就立馬開拍電影！"
"65","329591000528836","boMb01","沒想到竟有意外的效果！","2016-12-23T01:00:00+0000","link","http://www.bomb01.co/article/34902","329591000528836_765494476938484",346,12,86,"當迪士尼公主們「全部都換上和服」原來長這樣，仙度瑞拉的和服形象讓大家都覺得超合理啊！"
"66","329591000528836","boMb01","原來是這樣啊！","2016-12-23T00:00:01+0000","link","http://www.bomb01.com/article/35059","329591000528836_765493973605201",443,13,14,"這個爸爸的兒子在飛機上一直失控吵鬧，直到一名陌生女子突然把他抱走…"
"67","329591000528836","boMb01","完全把自己當成是「人」了！","2016-12-22T23:00:00+0000","link","http://www.bomb01.co/article/35168","329591000528836_765493193605279",357,11,70,"16隻「牠們真的認為自己是人類」的奇葩汪星人，變身賭神的那隻害大家都笑哭了！"
"68","329591000528836","boMb01","歡迎來台灣當超商店員，保證不無聊哦！","2016-12-22T22:00:00+0000","link","http://www.bomb01.com/article/34049","329591000528836_765492206938711",74,14,12,"他的年薪10萬美金「卻憤而提告雇主」，說出的原因竟然是「工作太無聊」？！"
"69","329591000528836","boMb01","對方的狡辯扯到爆！","2016-12-22T21:00:00+0000","link","http://www.bomb01.com/article/35014","329591000528836_765492020272063",80,28,12,"單親媽媽拜託友人照顧獨子，沒想到對方竟然玩「拋接」讓2歲童撞落床板！"
"70","329591000528836","boMb01","怎麼會這樣…","2016-12-22T20:00:00+0000","link","http://www.bomb01.com/article/35023","329591000528836_765491333605465",155,11,28,"20歲青年「跟交往2年的女友分手後」寫下心碎長文，但當大家讀到最後都忍不住驚喘一口氣…"
"71","329591000528836","boMb01","最後一張超可憐的照片才是她的現況…","2016-12-22T19:00:01+0000","link","http://www.bomb01.com/article/35056","329591000528836_765491026938829",506,17,32,"俄羅斯女大生的超猛人生就像是「華爾街之狼」，她一個人就操控了高達46億的洗錢案！"
"72","329591000528836","boMb01","這樣就不會吃到整隻手都是油了！","2016-12-22T18:01:39+0000","link","http://www.bomb01.com/article/35050","329591000528836_765479686939963",160,15,6,"日本肯德基為了顧客推出「手指保險套」，看起來奇葩卻讓大家都希望台灣也能引進啊！"
"73","329591000528836","boMb01","小編好懷念《雪天使》！","2016-12-22T17:00:01+0000","link","http://www.bomb01.com/article/34997","329591000528836_765470163607582",172,12,18,"「Energy」Toro神隱9年竟然因為土豪哥毒趴再受關注，但當大家發現他現在的職業都大吃一驚啊！"
"74","329591000528836","boMb01","值得讓每個人看一看！","2016-12-22T16:00:55+0000","link","http://www.bomb01.co/article/35116","329591000528836_765466866941245",597,12,154,"30張讓大家能夠「看一圖就了解許多歷史」的珍貴老照片。"
"75","329591000528836","boMb01","一次看完各種人間「胸器」！","2016-12-22T15:45:00+0000","link","http://www.bomb01.co/article/35156","329591000528836_765465693608029",630,30,262,"15名日本雜誌精選出的「地表最強巨乳排行榜」，第一名女星的神完美外形和胸部不看會後悔！"
"76","329591000528836","boMb01","任何菸都不要抽就沒事了！","2016-12-22T15:30:04+0000","link","http://www.bomb01.co/article/35055","329591000528836_765464653608133",74,11,26,"當你以為抽「電子菸」比較健康時，這個嚇人的研究結果證明你的肺已經慢慢變成「爆米花」！"
"77","329591000528836","boMb01","抱緊處理！","2016-12-22T15:15:01+0000","link","http://www.bomb01.com/article/35033","329591000528836_765464520274813",1341,15,96,"韓國警察局收養流浪貓咪「還為牠們準備專屬制服」，特派的任務讓大家每天都想拜訪牠們啊！"
"78","329591000528836","boMb01","從來沒有看過有人這樣玩…","2016-12-22T15:00:01+0000","link","http://www.bomb01.co/article/35032","329591000528836_765464393608159",362,38,124,"他用強力膠把肛門黏住「然後喝下瀉藥」，接著睪丸出現的狀況讓大家都覺得他有病！"
"79","329591000528836","boMb01","天啊…！","2016-12-22T14:45:00+0000","link","http://www.bombdaily.com/article/35049","329591000528836_765463710274894",89,9,12,"媽媽一時沒注意驚見「2歲兒子喝下清潔劑」，結果醫生說的話讓媽媽一輩子都內疚…"
"80","329591000528836","boMb01","這不是我認識的虎鯨！<ed><U+00A0><U+00BD><ed><U+00B8><U+00B1>","2016-12-22T14:30:02+0000","link","http://www.bomb01.co/article/35020","329591000528836_765463443608254",534,16,150,"無人機拍到罕見的「鯊魚VS虎鯨」終極對決，出乎意料的結局讓大家都震撼無比啊！"
"81","329591000528836","boMb01","眼睛真的是靈魂之窗！","2016-12-22T14:15:01+0000","link","http://www.bomb01.co/article/35026","329591000528836_765463176941614",1164,11,188,"13對讓你連靈魂都被吸走的「世界最美眼睛」，#7的小女孩眼睛美到讓人喘不過氣！"
"82","329591000528836","boMb01","值得深思的人生意義。","2016-12-22T14:00:00+0000","link","http://www.bomb01.com/article/35105","329591000528836_765462723608326",160,11,78,"這個爸爸為孩子安排了自以為最完美的人生計畫，但是…最後的結局讓大家都認真思考了起來。"
"83","329591000528836","boMb01","真的變成「驚」喜了。","2016-12-22T13:45:00+0000","link","http://www.bomb01.co/article/35120","329591000528836_765172290304036",166,15,6,"他把「850元」的豪華生魚片藏在冰箱裡，沒想到阿公發現後做的事讓他絕望到想哭啊！"
"84","329591000528836","boMb01","我都不穿！","2016-12-22T13:30:00+0000","link","http://www.bomb01.com/article/35075","329591000528836_765172070304058",426,20,510,"立馬轉告身邊的女性朋友「胸罩殺了女人」，穿海綿製內衣的人請不要再穿了！"
"85","329591000528836","boMb01","司機是暖男！<ed><U+00A0><U+00BD><ed><U+00B8><U+008D>","2016-12-22T13:15:00+0000","link","http://www.bomb01.co/article/35128","329591000528836_765171910304074",3027,18,350,"這位校車司機看到一位6歲小男孩「哭著爬上了車」，當他發現男孩身體的異狀時…馬上脫下手套走向他！"
"86","329591000528836","boMb01","突然有點同情搶匪。","2016-12-22T13:00:01+0000","link","http://www.bomb01.com/article/35077","329591000528836_765171773637421",396,38,88,"泰國警察先生扮成女生的模樣成功色誘搶劫犯上鉤，他的「美」讓大家都覺得瞎爆了！"
"87","329591000528836","boMb01","D槽空間已留！","2016-12-22T12:30:00+0000","link","http://www.bomb01.com/article/35067","329591000528836_765171606970771",235,11,42,"超愛直播自己換衣服的正妹實況主「進軍AV界」，首部AV封面照證明她就是最強的新人啊！"
"88","329591000528836","boMb01","給你滿滿的安全感！","2016-12-22T12:00:00+0000","link","http://www.bomb01.com/article/35065","329591000528836_765171150304150",881,45,204,"注重隱私的人「一定要買這個床」，只要拉鍊一拉你就能與全世界隔離享受自己的空間！"
"89","329591000528836","boMb01","一切都是他「太聰明」…","2016-12-22T11:30:00+0000","link","http://www.bomb01.com/article/35141","329591000528836_765170703637528",429,15,64,"這位IQ178的天才在3歲開始彈琴11歲唸大學，但他14歲「突然舉槍爆頭」讓母親說出真正自殺原因…"
"90","329591000528836","boMb01","這根本是性騷擾了！","2016-12-22T11:00:00+0000","link","http://www.bomb01.co/article/35076","329591000528836_765170616970870",246,61,56,"「中國鬧洞房習俗」影片連外國媒體都嚇傻，三伯、舅公直接撕胸罩揉奶讓新娘都只能笑著落淚…"
"91","329591000528836","boMb01","這是他們一輩子的痛。","2016-12-22T10:30:00+0000","link","http://www.bomb01.co/article/35126","329591000528836_765170553637543",176,12,32,"爸爸帶著家人一起去玩高空彈跳，怎知下一秒鏡頭卻拍下「他死在6歲兒子面前」的過程！"
"92","329591000528836","boMb01","他們挖出了一個人！<ed><U+00A0><U+00BD><ed><U+00B8><U+00B1>","2016-12-22T10:00:00+0000","link","http://www.bomb01.com/article/35149","329591000528836_765170523637546",1084,17,206,"他們聽到「牆壁裡傳來奇怪的歌聲」便好奇打破查看，結果裡面的景象卻讓他們冒出了一身冷汗！"
"93","329591000528836","boMb01","過程中一直互瞄也超好笑 XDDDD","2016-12-22T09:00:00+0000","link","http://www.bomb01.co/article/35148","329591000528836_765170433637555",351,11,52,"2位神級雕塑家同時挑戰「雕刻彼此的模樣」，幾分鐘過後…他們的作品讓旁邊的人看呆了！"
"94","329591000528836","boMb01","就是要放大絕才會聽話！","2016-12-22T08:00:00+0000","link","http://www.bomb01.co/article/35092","329591000528836_765170340304231",314,12,28,"他不滿Siri竟然拒絕「唱PPAP」，結果暴怒一嗆說這「2個字」…Siri竟然嚇到開金口唱歌了！"
"95","329591000528836","boMb01","根本和我們生活在不同世界！<ed><U+00A0><U+00BD><ed><U+00B8><U+00B1>","2016-12-22T07:00:00+0000","link","http://www.bomb01.co/article/35138","329591000528836_765170163637582",526,29,96,"這位北韓少女「第一次離開平壤」接受訪問，當她說出「漢堡是金正恩發明的」連攝影師都不敢置信！"
"96","329591000528836","boMb01","太感人了！","2016-12-22T06:00:00+0000","link","http://www.bomb01.com/article/35070","329591000528836_765170033637595",474,13,102,"「借麥當勞燈光讀書的男孩」一年前在網路爆紅，現在他再度與改變自己人生的女孩相遇！"
"97","329591000528836","boMb01","他的心裡一定很難受。","2016-12-22T05:00:00+0000","link","http://www.bomb01.com/article/35101","329591000528836_765169376970994",216,10,10,"巴西足球隊空難倖存球員說出「事發時救了自己一命」的真相，說到一半他再也忍不住淚崩！"
"98","329591000528836","boMb01","空靈系女神啊！","2016-12-22T04:00:00+0000","link","http://www.bomb01.co/article/35098","329591000528836_765169343637664",469,17,30,"她就是讓日本人也瘋狂的台灣最正棋士，一張「托腮厭世照」秒KO各種女神！"
"99","329591000528836","boMb01","那是20歲的臉啊！","2016-12-22T03:00:00+0000","link","http://www.bomb01.co/article/35104","329591000528836_765169310304334",217,14,44,"消失2年的「不老鳳凰」潘迎紫71歲的模樣太驚人，超不科學的臉讓女生都跪求保養秘方！"
"100","329591000528836","boMb01","但牠還擁有主人的愛！","2016-12-22T02:00:00+0000","link","http://www.bomb01.com/article/35111","329591000528836_765169193637679",948,16,120,"主人一大清早就聽見狗狗在失控地嚎叫，一夜之間狗狗的腳竟然「沒了」…！"
"101","329591000528836","boMb01","很想罵髒話！","2016-12-22T01:00:00+0000","link","http://www.bomb01.com/article/35119","329591000528836_765169076971024",286,23,394,"中國最黑心的商人把桶子裡的液體注入黃魚，接著嘴裡還念說「這個吃了絕對是等死」！"
"102","329591000528836","boMb01","外表跟精神都超帥氣！","2016-12-22T00:00:00+0000","link","http://www.bomb01.co/article/35122","329591000528836_765169013637697",1351,28,134,"他打拚12年當上CEO卻被宣告罹患癌症末期，但他堅信「1%的存活奇蹟」後…現在完全不像病人啊！"
"103","329591000528836","boMb01","果斷收藏！<ed><U+00A0><U+00BD><ed><U+00B1><U+008D>","2016-12-21T23:00:00+0000","link","http://www.bomb01.co/article/35000","329591000528836_764901420331123",330,8,486,"10個你肯定從沒想過的「全天然身體保養術」，原來眼藥水用在臉上還有這麼神奇的效果！"
